Date,Close,High,Low,Open,Volume
2024-11-13,150.81301879882812,151.0787317767371,149.02183641196996,150.08473337497537,7161900
2024-11-14,149.46470642089844,151.15746658262498,148.3722857934717,150.75395648215132,7716400
2024-11-15,151.56097412109375,151.98415664581026,148.51006538843035,148.51006538843035,11328500
2024-11-18,152.31878662109375,152.86991504573095,149.91742847049738,150.17330523418659,7514200
2024-11-19,150.57681274414062,151.55113870335524,149.64186168150684,151.5117638067744,8233700
2024-11-20,150.68507385253906,150.8228559587659,149.4056599992195,150.60633907510612,9061300
2024-11-21,153.03721618652344,153.58834459448767,150.38981756808124,151.18698651653827,10141100
2024-11-22,152.7124481201172,154.63156142363476,151.6692385816473,153.4308823276651,8266000
2024-11-25,153.3127899169922,154.55282891196472,152.68292669487735,152.7124503602012,12256200
2024-11-26,153.29295349121094,154.01715228758886,151.94375271107742,153.9278706149433,5683500
2024-11-27,154.16595458984375,155.38619799596373,153.37231954089128,153.4020800983461,4140400
2024-11-29,153.779052734375,154.43381527586985,152.94572684753697,153.66001050414621,5687800
2024-12-02,153.5707244873047,153.76913324461287,152.7076229297064,153.52111851357319,6946500
2024-12-03,151.1501007080078,153.57072694369242,151.10049473348283,153.57072694369242,8674400
2024-12-04,149.27511596679688,150.35645662222328,148.560832290019,150.0885964590269,10333100
2024-12-05,148.33265686035156,149.18582815375598,147.76717599882647,148.80884091273927,7898100
2024-12-06,148.1243133544922,148.85844239705992,147.20170583471946,148.2036798837658,8389600
2024-12-09,148.41201782226562,149.69176714553552,147.26122586270017,148.10446684698886,8410300
2024-12-10,148.04495239257812,149.63225276250697,147.15210539550452,148.73939062781517,9398700
2024-12-11,145.47552490234375,147.32075516854542,145.20766474532235,147.32075516854542,13446700
2024-12-12,145.07870483398438,146.5965538011628,144.85052037870116,146.03107293931063,6176300
2024-12-13,145.45567321777344,145.76320905928728,143.88821831615726,144.50330513680268,8324900
2024-12-16,142.7076873779297,146.08068178515416,142.38030610478322,145.5648068876853,8732400
2024-12-17,145.24734497070312,145.49535969192723,142.56878900900642,142.69774637046322,10343000
2024-12-18,143.60052490234375,145.57472755088887,143.52115837431197,144.5231324076807,9336100
2024-12-19,142.4398193359375,144.06679533394203,142.23148030542424,142.9953699004828,9516700
2024-12-20,143.32275390625,144.31481282986903,141.61641134661585,141.91403205122512,17702800
2024-12-23,144.1164093017578,144.17593041731575,142.31085472920228,143.48149217310916,8720800
2024-12-24,144.69180297851562,144.69180297851562,143.1838691457167,143.84854682141182,3164100
2024-12-26,144.42393493652344,145.2076547986041,143.9378206311713,144.35448354820855,4656300
2024-12-27,143.8981475830078,145.43584191739794,143.53107549359515,143.71956910806858,5588300
2024-12-30,142.20172119140625,143.7295003970171,141.8148188202015,143.68980956336557,6268700
2024-12-31,143.4715576171875,143.52116359121268,142.1719628408645,142.61838633185528,5811400
2025-01-02,142.87632751464844,144.61243059570108,142.63822792827605,144.0767103107676,6051300
2025-01-03,143.04498291015625,143.42197015647923,142.47950204067178,142.92594067978828,5878800
2025-01-06,142.51919555664062,143.66998759723828,141.79498160796427,142.3703776282631,7910500
2025-01-07,145.0687713623047,146.0112243070221,142.4497364238977,142.61838462346878,8422000
2025-01-08,141.14022827148438,144.4338560489664,140.31681754270937,144.33465923849369,11175600
2025-01-10,140.931884765625,142.529100198471,139.56283864100914,139.88030475473585,8821500
2025-01-13,143.32275390625,143.91799531546857,141.17990299820462,141.84458066051522,10376400
2025-01-14,143.60052490234375,143.66004601396324,141.7255341982427,143.35251017885093,8681700
2025-01-15,143.81878662109375,144.89021209935098,143.11441810884028,144.15608302972524,7434600
2025-01-16,146.5965576171875,146.89417833445603,142.9160121934574,143.17395721264543,8964000
2025-01-17,145.8624267578125,147.20171240041276,145.44576381375467,146.2691745618755,10773100
2025-01-21,146.97352600097656,147.67789450938392,145.88227024884188,146.38821485902648,11111700
2025-01-22,144.1164093017578,144.31481806615707,140.981499356347,142.85649018451403,16834700
2025-01-23,145.47552490234375,146.7354440167291,143.66005519385354,144.2850571810307,10506400
2025-01-24,145.6540985107422,146.45766381729024,145.21759016209438,145.64416823342518,9887300
2025-01-27,151.67588806152344,152.23143863612657,146.82472053581114,147.27114402343025,15152300
2025-01-28,149.18582153320312,151.75525043924222,149.1064550050576,151.44771460368926,10320600
2025-01-29,149.94970703125,150.67392097732838,148.80884527254128,149.30487475678308,7156400
2025-01-30,151.6560516357422,152.91597078059664,150.15804802343848,150.70368349070762,8911000
2025-01-31,150.94175720214844,151.9635766691207,150.8524755332171,151.4080261011689,8458700
2025-02-03,150.6639862060547,151.25922762443935,149.5826455956867,150.79295871214893,6687500
2025-02-04,152.27113342285156,152.9556413815736,149.75129521712418,150.15804301895218,9645000
2025-02-05,153.4615936279297,153.50126932336892,152.09254750220512,152.59850722916462,8947000
2025-02-06,152.29095458984375,153.61039472863249,152.16199722786286,153.56078875666262,7418100
2025-02-07,151.904052734375,153.2631837103113,151.58660176042213,152.31080051321788,6204900
2025-02-10,153.0151824951172,153.1441398689115,151.08065537439677,152.39018049380022,6936200
2025-02-11,154.89016723632812,155.14809711133563,152.71755573444554,152.88620393782946,7554500
2025-02-12,154.02706909179688,154.42390175942873,153.04494040684727,154.0369993694992,7746000
2025-02-13,156.0012664794922,156.8742831804581,153.56079485525478,154.0270637625781,10704700
2025-02-14,154.91000366210938,156.21952878168315,154.82072198694354,156.04095029373278,6411800
2025-02-18,154.99000549316406,155.4499969482422,153.24000549316406,154.13999938964844,9670700
2025-02-19,157.88999938964844,158.3000030517578,154.75,155.0,7974700
2025-02-20,159.67999267578125,159.9499969482422,156.9499969482422,156.9499969482422,7224000
2025-02-21,162.3000030517578,163.50999450683594,159.27999877929688,159.8800048828125,12546900
2025-02-24,163.74000549316406,164.8699951171875,162.0500030517578,162.67999267578125,10201900
2025-02-25,166.08999633789062,166.42999267578125,163.94000244140625,164.10000610351562,12303700
2025-02-26,163.0800018310547,165.1300048828125,162.55999755859375,165.0800018310547,11396400
2025-02-27,163.72999572753906,163.9499969482422,161.72999572753906,162.30999755859375,8364600
2025-02-28,165.02000427246094,165.94000244140625,162.6999969482422,164.30999755859375,12037200
2025-03-03,167.27999877929688,167.3300018310547,164.83999633789062,164.9600067138672,9191500
2025-03-04,165.4199981689453,169.99000549316406,165.32000732421875,168.0800018310547,11999700
2025-03-05,165.1199951171875,166.4600067138672,163.52999877929688,164.50999450683594,8744800
2025-03-06,165.8300018310547,165.8699951171875,163.50999450683594,165.0,8037900
2025-03-07,166.69000244140625,168.4600067138672,164.6999969482422,165.1300048828125,9637600
2025-03-10,167.6999969482422,169.89999389648438,167.0500030517578,167.47999572753906,17559000
2025-03-11,165.86000061035156,167.3000030517578,165.0500030517578,167.1999969482422,9890300
2025-03-12,162.85000610351562,164.2100067138672,162.22999572753906,163.72999572753906,8010700
2025-03-13,162.99000549316406,164.5399932861328,162.66000366210938,163.42999267578125,5286700
2025-03-14,162.80999755859375,163.14999389648438,161.10000610351562,162.1199951171875,6235800
2025-03-17,162.83999633789062,163.5,161.72999572753906,162.41000366210938,6669800
2025-03-18,164.25,164.86000061035156,162.97000122070312,163.44000244140625,7348800
2025-03-19,162.99000549316406,164.36000061035156,162.2100067138672,163.97000122070312,5936400
2025-03-20,163.02000427246094,163.1999969482422,161.92999267578125,163.0,7485900
2025-03-21,163.6300048828125,164.1300048828125,162.47999572753906,163.0,17047100
2025-03-24,163.2899932861328,164.38999938964844,162.5,162.83999633789062,8046400
2025-03-25,161.02000427246094,164.19000244140625,160.55999755859375,163.52000427246094,7456200
2025-03-26,161.72000122070312,162.49000549316406,160.63999938964844,161.2100067138672,7223500
2025-03-27,163.1300048828125,164.07000732421875,161.32000732421875,162.35000610351562,6752500
2025-03-28,163.7100067138672,164.52000427246094,162.91000366210938,163.58999633789062,5760300
2025-03-31,165.83999633789062,166.6300048828125,164.22999572753906,164.3699951171875,12481400
2025-04-01,153.25,161.80999755859375,153.1300048828125,160.72999572753906,23303100
2025-04-02,155.36000061035156,155.7899932861328,153.4499969482422,154.00999450683594,10356900
2025-04-03,159.82000732421875,160.64999389648438,157.47999572753906,158.75,13249300
2025-04-04,153.24000549316406,159.82000732421875,152.92999267578125,159.16000366210938,16601700
2025-04-07,150.6199951171875,152.7100067138672,147.39999389648438,151.27999877929688,18083000
2025-04-08,150.0,153.58999633789062,148.0,153.58999633789062,12018400
